"Movie","Playdate","Playtime","Play_month","Weekdays","Rep_Nationality","Grade","Rep_production","Rep_distributor","Rep_genre","Rep_director","Rep_actor1","Rep_actor2","Rep_actor3","Rep_actor4","Rep_actor5","Critic_star","Naver_star_before_play","Naver_participants_before_play","Naver_expect_index_wannasee","Naver_expect_index_notreally","Watcha_star","Watcha_participants","Watcha_expect_index_wannasee","Watcha_comments","Week1_playdays","Week1_holiday","Week1_sales","Week1_sales_share","Week1_audience","Week1_screen","Week1_screening","Week2_isplay","Week2_holiday","Week2_sales","Week2_sales_share","Week2_audience","Week2_screen","Week2_screening","Week3_holiday","Week4_holiday","Week2_Cum_audience","Week3_Cum_audience","Week4_Cum_audience","Week5_Cum_audience"
"가려진 시간","2016-11-16",129,11,"수요일","한국","12세이상관람가","(주)바른손이앤에이","(주)쇼박스","드라마","엄태화","강동원","신은수","이효제","김희원","권해효",7,9,397,12208,1071,3.4,21223,7406,1993,8,2,3259794567,0.123,423875,1756,24531,1,2,541709633,0.019,69316,441,5439,2,2,493191,496968,498075,499148
"해어화","2016-04-13",120,4,"수요일","한국","15세이상관람가","더램프(주)","롯데쇼핑㈜롯데엔터테인먼트","사극","박흥식","한효주","유연석","천우희","박성웅","장영남",6,6,2067,9015,8285,3,30544,5687,1719,8,3,2327796607,0.156,299631,1129,18832,1,2,1030768452,0.062,132341,442,10045,2,4,431972,467379,476547,478897
"트리플 엑스 리턴즈","2017-02-08",106,2,"수요일","미국/캐나다/호주","15세이상관람가",NA,"롯데쇼핑㈜롯데엔터테인먼트","액션","D.J. 카루소","빈 디젤","사무엘 L. 잭슨","루비 로즈","니나 도브레브","토니 콜렛",NA,9,323,1709,277,2.7,5244,627,829,8,2,3633651195,0.117,434853,1171,17699,1,2,315093400,0.01,38120,285,2888,3,2,472973,473791,474708,475307
"위험한 상견례 2","2015-04-29",119,4,"수요일","한국","15세이상관람가","(주)전망좋은 영화사","롯데쇼핑㈜롯데엔터테인먼트","멜로/로맨스","김진영","진세연","홍종현","신정근","임수연","정명호",4,9,365,2757,779,2.6,13483,995,443,8,3,2535508854,0.051,333686,770,10423,1,2,841514600,0.043,111448,331,5918,2,3,445134,470302,472272,472329
"계춘할망","2016-05-19",116,5,"목요일","한국","15세이상관람가","지오엔터테인먼트","(주)콘텐츠 난다긴다","가족","창","윤여정","김고은","김희원","신은정","최민호",6,9,466,6385,658,3.2,16793,4130,941,7,2,2061543648,0.07,272850,526,11357,1,2,980177500,0.033,130769,441,5522,3,2,403619,454364,460363,462315
"순수의 시대","2015-03-05",113,3,"목요일","한국","청소년관람불가","(주)화인웍스","씨제이이앤엠(주)","사극","안상훈","신하균","장혁","강한나","강하늘","박혜준",5,9,294,7092,1436,2.3,16783,2049,984,7,2,3140757928,0.163,392734,546,17775,1,2,467596300,0.022,60755,344,5299,2,2,453489,458699,459761,459888
"헌츠맨: 윈터스 워","2016-04-13",113,4,"수요일","미국/캐나다/호주","12세이상관람가",NA,"유니버설픽쳐스인터내셔널 코리아(유)","액션","세딕 니콜라스 트로얀","크리스 헴스워스","샤를리즈 테론","에밀리 블런트","제시카 차스테인",NA,5,8,159,2702,293,2.8,11120,2454,742,8,3,2767162558,0.184,346027,1075,17618,1,2,746321648,0.045,93583,408,7894,2,4,439610,441104,441383,443346
"빅쇼트","2016-01-21",130,1,"목요일","미국/캐나다/호주","청소년관람불가",NA,"롯데쇼핑㈜롯데엔터테인먼트","드라마","아담 맥케이","크리스찬 베일","스티브 카렐","라이언 고슬링","브래드 피트",NA,7,9,105,1085,103,3.9,52945,19008,4782,7,2,1983686507,0.1,250127,489,9548,1,2,1064337300,0.038,128468,333,5147,5,2,378595,417928,441041,443135
"명탐정 코난 : 코난 실종사건 - 사상 최악의 이틀","2015-02-12",91,2,"목요일","일본/중국","12세이상관람가",NA,"씨제이이앤엠(주)","애니메이션","야마모토 야스이치로",NA,NA,NA,NA,NA,5,9,287,8040,410,3.5,13523,1253,186,7,3,848267100,0.024,116157,187,2138,1,4,742542600,0.015,100749,149,1886,2,2,216906,247300,253138,255011
"원라인","2017-03-29",131,3,"수요일","한국","15세이상관람가","(주)미인픽쳐스","(주)넥스트엔터테인먼트월드(NEW)","범죄","양경모","임시완","진구","박병은","이동휘","김선영",6,9,218,3962,460,3.1,10985,1057,1054,8,2,2656695533,0.108,349800,1207,15501,1,2,589994900,0.034,74301,350,4399,2,2,424101,431193,432413,432645
"오피스","2015-09-03",111,9,"목요일","한국","15세이상관람가","(주)영화사꽃","(주)리틀빅픽쳐스","스릴러","홍원찬","고아성","박성웅","배성우","김의성","류현경",6,8,258,3593,510,2.7,36261,2478,1778,7,2,2538721749,0.084,324128,425,12514,1,2,791925481,0.036,101188,337,5621,2,4,425316,427807,427937,428147
"나를 잊지 말아요","2016-01-07",106,1,"목요일","한국","15세이상관람가","(주)더블유 팩토리","씨제이이앤엠(주)","멜로/로맨스","이윤정","정우성","김하늘","배성우","장영남","조이진",4,8,236,6851,937,2.7,15115,3101,793,7,2,3020806900,0.111,378369,559,15370,1,2,298906100,0.012,37653,280,3511,2,2,416022,417170,419578,419844
"히든 피겨스","2017-03-23",127,3,"목요일","미국/캐나다/호주","12세이상관람가",NA,"이십세기폭스코리아(주)","드라마","데오도르 멜피","타라지 P. 헨슨","옥타비아 스펜서","케빈 코스트너","커스틴 던스트","짐 파슨스",7,9,376,1921,150,4.1,41016,16136,4126,7,2,1414661333,0.046,181185,448,8017,1,2,958553500,0.04,119410,360,5014,2,2,300595,365670,397954,418966
"킹 아서: 제왕의 검","2017-05-17",126,5,"수요일","독일/영국/프랑스","12세이상관람가",NA,"워너브러더스 코리아(주)","판타지","가이 리치","찰리 허냄","주드 로","에릭 바나","에이단 길렌","디몬 하운수",5,9,350,1115,265,3.3,8303,1947,1319,8,2,3097947655,0.119,379832,1142,17447,1,2,235691000,0.008,31164,323,2775,3,2,410996,411769,411878,411878
"무뢰한","2015-05-27",118,5,"수요일","한국","청소년관람불가","(주)사나이픽처스","CGV아트하우스","멜로/로맨스","오승욱","김남길","전도연","박성웅","곽도원","김민재",7,10,201,4059,553,3.2,40267,9218,2578,8,2,2568836431,0.104,328896,959,16317,1,2,492447900,0.026,60921,294,5236,2,2,389817,405849,410137,411731
"판타스틱 4","2015-08-20",100,8,"목요일","미국/캐나다/호주","12세이상관람가",NA,"이십세기폭스코리아(주)","액션","조쉬 트랭크","마일즈 텔러","케이트 마라","제이미 벨","마이클 B. 조던",NA,3,8,1502,3209,1024,2.4,25394,2296,1557,7,2,2675224600,0.068,352647,451,13116,1,2,331277000,0.011,44182,243,3083,2,2,396829,397301,397421,397632
"나의 소녀시대","2016-05-12",134,5,"목요일","기타","15세이상관람가",NA,"오드","멜로/로맨스","프랭키 첸","송운화","왕대륙",NA,NA,NA,7,9,373,7104,421,3.8,118984,16300,4756,7,2,660987900,0.019,81205,176,2366,1,2,1142810900,0.039,141352,201,3437,2,3,222557,324051,379462,393021
"내 심장을 쏴라","2015-01-28",102,1,"수요일","한국","15세이상관람가","(주)주피터필름","(주)리틀빅픽쳐스","드라마","문제용","이민기","여진구","유오성","김정태","김기천",5,9,420,6860,759,2.8,25541,2176,786,8,2,2480090032,0.096,337325,882,16636,1,2,328193000,0.014,43908,274,3260,3,4,381233,384660,385533,385533
"언더 워터","2016-07-13",86,7,"수요일","미국/캐나다/호주","15세이상관람가",NA,"유니버설픽쳐스인터내셔널 코리아(유)","공포(호러)","자움 콜렛 세라","블레이크 라이블리","오스카 제나다",NA,NA,NA,7,9,59,1508,185,3.3,16743,2757,1385,8,2,2347573791,0.059,289501,890,9678,1,2,698582500,0.011,86581,269,2984,2,2,376082,384447,384789,384789
"소수의견","2015-06-24",127,6,"수요일","한국","15세이상관람가","(주)하리마오픽쳐스","(주)시네마서비스","드라마","김성제","윤계상","유해진","김옥빈","이경영","장광",7,7,1147,5222,771,3.5,35338,8868,2140,8,2,2205767736,0.065,293662,776,12849,1,2,531946569,0.014,69199,231,2582,2,2,362861,375446,381390,382376
"보통사람","2017-03-23",121,3,"목요일","한국","15세이상관람가","(주)트리니티엔터테인먼트","오퍼스픽쳐스","드라마","김봉한","손현주","장혁","김상호","라미란","정만식",6,9,366,2459,363,2.8,6179,860,843,7,2,2437689623,0.079,314895,621,15229,1,2,440017900,0.019,57732,393,4246,2,2,372627,376650,376839,376940
"명탐정 코난 : 화염의 해바라기","2015-08-05",112,8,"수요일","일본/중국","전체관람가",NA,"씨제이이앤엠(주)","애니메이션","시즈노 코분","타카야마 미나미","야마자키 와카나","코야마 리키야","야마구치 캇페이",NA,5,10,365,11984,596,3.2,9310,806,351,8,2,2268878900,0.035,326153,756,5658,1,2,773511100,0.013,109928,253,2083,2,2,436081,462322,470184,470714
"경성학교: 사라진 소녀들","2015-06-18",99,6,"목요일","한국","15세이상관람가","청년필름(주)","롯데쇼핑㈜롯데엔터테인먼트","미스터리","이해영","박보영","엄지원","박소담","공예지","주보비",7,9,226,8640,1340,2.5,50395,3337,1997,7,2,2449487500,0.075,317350,489,15253,1,2,261366200,0.008,34011,274,3195,2,2,351361,352588,353165,353396
"석조저택 살인사건","2017-05-09",109,5,"화요일","한국","15세이상관람가","주식회사 영화사다","씨네그루(주)키다리이엔티","스릴러","정식","고수","김주혁","문성근","박성웅","임화영",5,9,150,1987,343,2.9,8817,3104,1076,9,3,2658353186,0.088,331093,1032,15699,1,2,128286900,0.005,17085,252,2067,2,3,348178,349140,349307,349857
"치외법권","2015-08-27",104,8,"목요일","한국","15세이상관람가","(주)유니프로","판씨네마(주)","액션","신동엽","임창정","최다니엘","임은경","장광","이경영",5,8,284,3298,653,2.7,22144,1300,1085,7,2,2451152705,0.081,317979,446,13248,1,2,163206300,0.005,21923,200,1914,2,2,339902,340789,340830,340833
"클로버필드 10번지","2016-04-07",103,4,"목요일","미국/캐나다/호주","15세이상관람가",NA,"롯데쇼핑㈜롯데엔터테인먼트","미스터리","댄 트라첸버그","메리 엘리자베스 윈스티드","존 굿맨","존 갤러거 주니어",NA,NA,7,9,401,1517,272,3.4,41027,7091,3350,7,3,2258779720,0.125,275445,575,16337,1,2,387862535,0.028,47320,357,5286,2,2,322765,335925,336636,337084
"위자: 저주의 시작","2016-11-09",99,11,"수요일","미국/캐나다/호주","12세이상관람가",NA,"유니버설픽쳐스인터내셔널 코리아(유)","공포(호러)","마이크 플래너건","엘리자베스 리저","애너리즈 바쏘","헨리 토마스",NA,NA,5,8,45,879,96,2.7,4811,497,323,8,2,2067813306,0.097,256615,820,11208,1,2,512303000,0.018,67756,305,3651,2,2,324371,331683,331836,331855
"루팡 3세: 칼리오스트로의 성","2017-05-25",99,5,"목요일","일본/중국","12세이상관람가",NA,"(주)에이원엔터테인먼트","애니메이션","미야자키 하야오",NA,NA,NA,NA,NA,7,9,94,203,20,3.5,8356,3730,171,7,2,9081000,0,1219,57,370,1,3,223000,0,36,13,14,2,2,1255,1255,1255,1255
"에베레스트","2015-09-24",121,9,"목요일","미국/캐나다/호주","12세이상관람가",NA,"유니버설픽쳐스인터내셔널 코리아(유)","어드벤처","발타자르 코루마쿠르","제이슨 클락","조슈 브롤린","키이라 나이틀리","샘 워싱턴","제이크 질렌할",6,9,105,1559,206,3.2,10788,2380,1065,7,4,2524870848,0.041,273745,331,6743,1,2,472050300,0.019,52397,174,2488,3,2,326142,328142,328867,329167
"사랑하기 때문에","2017-01-04",110,1,"수요일","한국","12세이상관람가","(주)에이디사공육","(주)넥스트엔터테인먼트월드(NEW)","코미디","주지홍","차태현","김유정","서현진","박근형","선우용녀",6,9,469,7040,753,2.8,5909,903,615,8,2,2203173440,0.061,279969,1038,12453,1,2,328115600,0.01,42920,261,2619,2,4,322889,323961,324620,324922
"그레이의 50가지 그림자","2015-02-26",125,2,"목요일","미국/캐나다/호주","청소년관람불가",NA,"유니버설픽쳐스인터내셔널 코리아(유)","드라마","샘 테일러-존슨","제이미 도넌","다코타 존슨","제니퍼 엘","루크 그림즈",NA,2,8,146,3757,495,2.2,52847,5354,2666,7,2,2156692896,0.091,263133,512,13684,1,2,449376400,0.023,54597,270,3883,2,2,317730,323748,324369,324577
"보루토 - 나루토 더 무비","2015-12-10",95,12,"목요일","일본/중국","12세이상관람가",NA,"와이드 릴리즈(주)","애니메이션","야마시타 히로유키","산페이 유코","키쿠치 코코로","타케우치 준코","스기야마 노리아키","키지마 류이치",NA,10,230,9014,295,3.5,8111,1185,312,7,2,375807800,0.017,50677,219,2216,1,2,86159100,0.002,11498,59,412,3,3,62175,63934,64159,64159
"스폰지밥 3D","2015-02-18",92,2,"수요일","미국/캐나다/호주","전체관람가",NA,"씨제이이앤엠(주)","애니메이션","폴 티비트","안토니오 반데라스","클랜시 브라운","톰 케니","전태열","이인성",6,9,182,5389,337,3.1,7796,1791,444,8,5,1779325200,0.038,232866,712,5089,1,2,489266700,0.021,66814,285,2085,2,2,299680,317588,322969,324402
"인서전트","2015-03-25",119,3,"수요일","미국/캐나다/호주","15세이상관람가",NA,"롯데쇼핑㈜롯데엔터테인먼트","SF","로베르트 슈벤트케","쉐일린 우들리","테오 제임스","케이트 윈슬렛","나오미 왓츠","매기 큐",5,9,237,3194,274,3.2,30168,5397,1006,8,2,2128686589,0.092,284918,911,16607,1,2,255389600,0.011,32501,278,3492,2,2,317419,318547,318619,318625
"도리화가","2015-11-25",109,11,"수요일","한국","12세이상관람가","(주)영화사 담담","씨제이이앤엠(주)","사극","이종필","류승룡","배수지","송새벽","김남길","이동휘",5,8,978,12459,6309,2.4,13715,2159,1041,8,2,1993258039,0.074,279934,1107,16636,1,2,222863300,0.01,32422,224,2313,2,2,312356,316923,317005,317060
"주피터 어센딩","2015-02-05",127,2,"목요일","미국/캐나다/호주","12세이상관람가",NA,"워너브러더스 코리아(주)","SF","라나 워쇼스키","밀라 쿠니스","채닝 테이텀","숀 빈","테리 길리엄","배두나",5,8,169,1428,252,2.4,16002,4583,1396,7,2,2546596179,0.112,292432,561,14386,1,3,122086600,0.004,15749,239,2010,4,2,308181,308960,309030,309143
"짱구는 못말려 극장판: 나의 이사 이야기 선인장 대습격","2016-01-07",104,1,"목요일","일본/중국","전체관람가",NA,"(주)넥스트엔터테인먼트월드(NEW)","애니메이션","하시모토 마사카즈",NA,NA,NA,NA,NA,NA,9,228,5053,221,3.2,7363,638,289,7,2,894272900,0.033,123675,350,3453,1,2,397193500,0.016,54363,255,2166,2,2,178038,197657,200661,200767
"패딩턴","2015-01-07",95,1,"수요일","독일/영국/프랑스","전체관람가",NA,"롯데쇼핑㈜롯데엔터테인먼트","코미디","폴 킹","니콜 키드먼","벤 위쇼","휴 보네빌","샐리 호킨스",NA,7,10,283,1592,164,3.3,24310,5514,1057,8,2,1720714729,0.048,233010,751,7497,1,2,457987600,0.012,62780,198,1862,2,2,295790,304146,304874,305070
"아기배달부 스토크","2016-12-07",87,12,"수요일","미국/캐나다/호주","전체관람가",NA,"워너브러더스 코리아(주)","애니메이션","니콜라스 스톨러","앤디 샘버그","켈시 그래머","제니퍼 애니스턴","티 버렐",NA,7,10,296,1376,103,3.3,7035,2117,463,8,2,1412215700,0.045,185932,903,5673,1,2,834646900,0.026,110998,475,3136,2,3,296930,318384,319505,319701
"런 올 나이트","2015-03-19",115,3,"목요일","미국/캐나다/호주","청소년관람불가",NA,"워너브러더스 코리아(주)","액션","자움 콜렛 세라","리암 니슨","조엘 킨나만","에드 해리스","커먼","제네시스 로드리게스",6,9,127,1118,118,3.1,9446,977,608,7,2,1800210925,0.094,227324,411,11026,1,2,521626370,0.022,67518,306,5125,2,2,294842,298164,298174,298174
"포인트 브레이크","2016-01-07",114,1,"목요일","미국/캐나다/호주","15세이상관람가",NA,"(주)시네마서비스","범죄","에릭슨 코어","루크 브레이시","에드가 라미레즈","테레사 팔머",NA,NA,4,9,224,1262,176,2.7,5535,998,620,7,2,1906942051,0.07,241782,409,8168,1,2,388742000,0.016,48858,243,3722,2,2,290640,293318,293440,293562
"구스범스","2016-01-14",103,1,"목요일","미국/캐나다/호주","12세이상관람가",NA,"유니버설픽쳐스인터내셔널 코리아(유)","액션","롭 레터맨","잭 블랙","딜런 미네트","오데야 러쉬","할스톤 세이지",NA,7,9,770,2541,363,2.9,11946,1209,800,7,2,1692343312,0.068,225527,515,10197,1,2,475003900,0.024,64459,244,2962,2,5,289986,293280,293395,293465
"혼숨","2016-10-26",90,10,"수요일","한국","15세이상관람가","(주)무비스퀘어","(주)프레인글로벌","공포(호러)","이두환","류덕환","조복래","박형서","조동혁","이규섭",4,7,115,4178,477,2.3,4396,638,346,8,2,1687201800,0.051,217197,919,8940,1,2,530525721,0.024,65663,354,4956,2,2,282860,287330,287730,287778
"진격의 거인: 홍련의 화살","2015-01-28",119,1,"수요일","일본/중국","15세이상관람가",NA,"(주)박수엔터테인먼트","애니메이션","아라키 테츠로",NA,NA,NA,NA,NA,6,8,241,4770,634,3.3,6853,870,263,8,2,151252700,0.006,19245,163,1325,1,2,40315100,0.002,5093,36,333,3,4,24338,24338,24338,24338
"위대한 소원","2016-04-21",93,4,"목요일","한국","15세이상관람가","주식회사 브레인샤워","(주)넥스트엔터테인먼트월드(NEW)","코미디","남대중","류덕환","김동영","안재홍","전노민","전미선",5,9,336,3408,436,2.6,11368,1259,944,7,2,1782758248,0.108,224006,524,16624,1,2,392922665,0.01,50154,370,4103,4,2,274160,280681,282092,282788
"더 라스트: 나루토 더 무비","2015-02-26",114,2,"목요일","일본/중국","12세이상관람가",NA,"와이드 릴리즈(주)","애니메이션","코바야시 츠네오",NA,NA,NA,NA,NA,NA,10,305,12384,696,3.4,6724,866,280,7,2,300162072,0.013,40638,158,1335,1,2,73157700,0.004,9562,91,628,2,2,50200,52167,52816,52924
"마음이 외치고 싶어해","2016-03-30",119,3,"수요일","일본/중국","12세이상관람가",NA,"스튜디오 프로그레시브 인큐베이터","애니메이션","나가이 타츠유키",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,6694,4272,615,8,2,287338800,0.023,35742,237,2537,1,3,76344600,0.004,9038,82,811,2,2,44780,47066,47468,47474
"진격의 거인: 자유의 날개","2015-12-10",121,12,"목요일","일본/중국","15세이상관람가",NA,"(주)박수엔터테인먼트","애니메이션","아라키 테츠로","카지 유키","이시카와 유이","이노우에 마리나","카미야 히로시","오노 다이스케",NA,8,56,1308,70,3.7,6681,1208,99,7,2,44753600,0.002,5826,37,554,1,2,24000,0,4,4,4,3,3,5830,5830,5830,5830
"아노말리사","2016-03-30",90,3,"수요일","미국/캐나다/호주","청소년관람불가",NA,"롯데쇼핑㈜롯데엔터테인먼트","애니메이션","찰리 카우프만","데이빗 듈리스","제니퍼 제이슨 리","톰 누난",NA,NA,8,7,36,241,43,3.7,6430,9176,1007,8,2,76538800,0.006,9479,145,1012,1,3,19986700,0.001,2480,36,277,2,2,11959,12601,12957,13276
"스파이 브릿지","2015-11-05",135,11,"목요일","미국/캐나다/호주","12세이상관람가",NA,"이십세기폭스코리아(주)","스릴러","스티븐 스필버그","톰 행크스","마크 라이런스","오스틴 스토웰",NA,NA,9,9,197,878,122,3.7,20963,11321,2022,7,2,1496752798,0.052,192084,425,8653,1,2,451037180,0.016,59813,260,3342,2,2,251897,256973,257748,258266
"홈","2015-05-21",94,5,"목요일","미국/캐나다/호주","전체관람가",NA,"씨제이이앤엠(주)","애니메이션","팀 존슨","짐 파슨스","리한나","제니퍼 로페즈","스티브 마틴",NA,NA,NA,NA,NA,NA,3.4,6333,1847,430,7,3,1819428891,0.052,244609,532,6321,1,2,644459500,0.028,87030,378,2441,2,2,331639,352233,355912,357186
"함정","2015-09-10",96,9,"목요일","한국","청소년관람불가","(주)데이드림 엔터테인먼트","(주)인벤트스톤","스릴러","권형진","마동석","조한선","김민경","지안","이정원",3,8,309,2023,551,1.9,5000,489,528,7,2,1891567500,0.085,231233,445,8670,1,2,138118700,0.004,17264,200,2131,4,2,248497,248812,248812,248812
"비밀은 없다","2016-06-23",102,6,"목요일","한국","청소년관람불가","(주)영화사거미","씨제이이앤엠(주)","스릴러","이경미","손예진","김주혁","장재우","장한승","신지훈",7,9,173,3971,749,3.1,21082,5997,2081,7,2,1877640639,0.068,231627,502,13102,1,2,98114100,0.003,12328,183,1466,2,2,243955,246339,246936,247179
"소셜포비아","2015-03-12",102,3,"목요일","한국","15세이상관람가","한국영화아카데미","CGV아트하우스","스릴러","홍석재","변요한","이주승","하윤경","이강욱","류준열",7,9,86,5302,413,3.2,67381,9980,2266,7,2,1422133954,0.066,181394,368,10113,1,2,432833809,0.023,55463,245,3826,2,2,236857,244898,245636,245763
"백 투 더 비기닝","2015-02-26",106,2,"목요일","미국/캐나다/호주","15세이상관람가",NA,"롯데쇼핑㈜롯데엔터테인먼트","SF","딘 이스라엘리트","조니 웨스턴","소피아 블랙 디엘리아","샘 러너","앨런 에반젤리스타","버지니아 가드너",4,8,137,479,82,3.3,16384,4870,951,7,2,1559547900,0.066,204641,423,9452,1,2,300509600,0.016,37904,258,3234,2,2,242545,244968,245189,245189
"하늘을 걷는 남자","2015-10-28",123,10,"수요일","미국/캐나다/호주","12세이상관람가",NA,"유니버설픽쳐스인터내셔널 코리아(유)","드라마","로버트 저메키스","조셉 고든 레빗","벤 킹슬리","샬롯 르 본",NA,NA,7,9,99,1338,176,3.6,26893,10570,2527,8,2,1881482653,0.095,201966,794,10154,1,2,345155500,0.012,31125,154,1677,2,2,233091,235872,236811,237509
"어느날","2017-04-05",114,4,"수요일","한국","15세이상관람가","(주)인벤트스톤","오퍼스픽쳐스","멜로/로맨스","이윤기","김남길","천우희",NA,NA,NA,6,9,174,3837,1139,3,8730,2782,1150,8,2,1565062882,0.088,198391,989,13816,1,2,245217200,0.012,31005,302,3467,2,3,229396,233821,234628,234664
"닌자터틀 : 어둠의 히어로","2016-06-16",112,6,"목요일","미국/캐나다/호주","12세이상관람가",NA,"롯데쇼핑㈜롯데엔터테인먼트","액션","데이브 그린","메간 폭스","스티븐 아멜","로라 린니",NA,NA,5,9,453,2151,271,2.8,6246,492,562,7,2,1694959000,0.055,206242,517,11948,1,2,210344000,0.008,25941,214,1943,2,2,232183,233005,233005,233005
"레고 배트맨 무비","2017-02-09",106,2,"목요일","미국/캐나다/호주","전체관람가",NA,"워너브러더스 코리아(주)","애니메이션","크리스 맥케이","윌 아넷","로자리오 도슨","랄프 파인즈","마이클 세라",NA,7,9,248,1190,111,3.6,5527,2239,938,7,2,734516505,0.023,93037,427,3989,1,2,144777700,0.005,19157,129,768,3,2,112194,118442,118771,119100
"순정","2016-02-24",113,2,"수요일","한국","12세이상관람가","(주)주피터필름","(주)리틀빅픽쳐스","드라마","이은희","도경수","김소현","연준석","이다윗","주다영",6,9,1101,31698,2517,3,10909,3402,525,8,3,1498015133,0.038,210434,909,9587,1,2,73224400,0.003,9557,99,782,2,2,219991,221742,223537,223537
"언프렌디드: 친구삭제","2015-05-07",82,5,"목요일","미국/캐나다/호주","15세이상관람가",NA,"유니버설픽쳐스인터내셔널 코리아(유)","공포(호러)","레오 가브리아제","샐리 헤닝","모세 제이콥 스톰","윌 펠츠","헤더 소서맨",NA,6,8,127,4950,475,2.4,6792,1084,610,7,2,1312356141,0.068,174974,386,6845,1,2,308488200,0.012,41337,223,2946,3,2,216311,218329,218438,218798
"짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격","2017-01-25",96,1,"수요일","일본/중국","전체관람가",NA,"(주)넥스트엔터테인먼트월드(NEW)","애니메이션","타카하시 와타루","박영남","김환진","강희선","여민정","장경희",NA,9,691,5649,296,3.5,5179,903,294,8,4,738001200,0.013,96929,649,3422,1,2,146202400,0.005,19489,162,978,2,2,116418,117019,117132,117132
"명탐정 코난: 순흑의 악몽","2016-08-03",112,8,"수요일","일본/중국","12세이상관람가",NA,"씨제이이앤엠(주)","애니메이션","시즈노 코분",NA,NA,NA,NA,NA,7,10,738,18126,464,3.3,5145,693,424,8,2,2915034800,0.041,396914,816,5809,1,3,720918600,0.01,94566,207,1583,2,2,491480,503901,506394,507208
"무민 더 무비","2015-08-13",77,8,"목요일","기타","전체관람가",NA,"(주)팝엔터테인먼트","애니메이션","자비에 피카르",NA,NA,NA,NA,NA,5,10,96,894,61,3.5,4914,5015,154,7,2,105333800,0.002,14567,161,1030,1,2,8734700,0,1228,13,88,2,2,15795,16315,16469,16522
"연애의 맛","2015-05-07",101,5,"목요일","한국","청소년관람불가","(주)청우필름","(주)와우픽쳐스","멜로/로맨스","김아론","오지호","최령","강예원","이종호","이혜란",5,9,98,1176,541,2.3,12345,663,509,7,2,1452687653,0.075,180425,398,9951,1,2,236275500,0.009,29316,166,2363,3,2,209741,210539,212154,212154
"독수리 에디","2016-04-07",106,4,"목요일","미국/캐나다/호주","12세이상관람가",NA,"이십세기폭스코리아(주)","드라마","덱스터 플레처","태런 에저튼","휴 잭맨",NA,NA,NA,7,9,325,1104,172,3.4,9352,2309,903,7,3,1367449720,0.076,171872,528,13567,1,2,245721800,0.018,30697,256,2927,2,2,202569,209823,210781,210881
"버드맨","2015-03-05",119,3,"목요일","미국/캐나다/호주","청소년관람불가",NA,"이십세기폭스코리아(주)","코미디","알레한드로 곤잘레스 이냐리투","마이클 키튼","에드워드 노튼","엠마 스톤","나오미 왓츠",NA,NA,NA,NA,NA,NA,3.9,91642,33137,5983,7,2,1246220100,0.065,154277,380,9123,1,2,249913300,0.012,30827,146,1913,2,2,185104,192570,198574,202387
"원피스 필름 골드","2016-12-08",120,12,"목요일","일본/중국","12세이상관람가",NA,"씨제이이앤엠(주)","애니메이션","미야모토 히로아키","타나카 마유미","나카이 카즈야","오카무라 아케미","야마구치 캇페이","히라타 히로아키",7,10,207,10041,264,3.4,4294,606,429,7,2,1262804300,0.04,159354,445,4489,1,2,415652300,0.013,52993,281,2160,2,3,212347,214363,215738,216853
"타이밍","2015-12-10",100,12,"목요일","한국","15세이상관람가","(주)효인엔터테인먼트","(주)스톰픽쳐스코리아","애니메이션","민경조","엄상현","박지윤","성완경",NA,NA,5,8,169,3985,169,2.6,4138,881,498,7,2,256107400,0.012,34284,196,2551,1,2,14708400,0,1872,17,128,3,3,36156,36633,36837,36843
"남과 여","2016-02-25",115,2,"목요일","한국","청소년관람불가","(주)영화사봄","(주)쇼박스","멜로/로맨스","이윤기","전도연","공유","이미소","정선경","윤세아",6,9,259,10545,1234,3.1,22547,8489,1432,7,3,1395577433,0.034,171836,449,8267,1,2,152639600,0.007,19146,113,1119,2,2,190982,194740,196017,196135
"앵그리버드 더 무비","2016-05-19",97,5,"목요일","미국/캐나다/호주","전체관람가",NA,"유니버설픽쳐스인터내셔널 코리아(유)","애니메이션","퍼갈 레일리",NA,NA,NA,NA,NA,6,9,84,2592,238,3,3864,1025,373,7,2,2142932744,0.073,280423,661,7414,1,2,1371632100,0.046,178804,556,4189,3,2,459227,631296,660401,672037
"기생수 파트1","2015-02-26",110,2,"목요일","일본/중국","청소년관람불가",NA,"판씨네마(주)","스릴러","야마자키 타카시","소메타니 쇼타","후카츠 에리","하시모토 아이","키타무라 카즈키","아사노 타다노부",6,8,285,15045,2346,3.2,38041,2547,1432,7,2,1019037200,0.043,123714,247,4110,1,2,449709485,0.023,54416,177,2696,2,2,178130,185184,185468,185485
"팬","2015-10-08",111,10,"목요일","미국/캐나다/호주","전체관람가",NA,"워너브러더스 코리아(주)","판타지","조 라이트","휴 잭맨","가렛 헤드룬드","루니 마라","리바이 밀러","아만다 사이프리드",7,8,11,61,34,3,6473,2949,624,7,3,1228209692,0.033,160512,428,7792,1,2,151340900,0.007,20181,138,1089,2,2,180693,182464,183505,183826
